prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50120486,SN,Marca Externa,CALENDARIO ESCRITORIO 12 MESES,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120487,SN,Marca Externa,BLOC DE NOTAS SEM Y ALFOMBRILLA DE RATON,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122428,MIQUEL RIU,Marca Externa,CALENDARIO SOBREMESA A5 FLORES 24,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122562,BROWNTROUT,Marca Externa,CALENDARIO 2024 KITCHEN S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122571,BROWNTROUT,Marca Externa,CALENDARIO 2024 MEXICO S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131787,BIO PAPPEL,Marca Externa,PLANEADOR P/SUAVE ESTRELLA A6,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,13557,BIO PAPPEL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135745,INDUSTRIAS,Marca Externa,CALENDARIO DE PARED BEATLES 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10189,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50111404,STUK,Marca Externa,"PLANNER SEMANAL ""SAYULITA""",5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12216,CLAUDIA ALVAREZ MARINA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122554,BROWNTROUT,Marca Externa,CALENDARIO 2024 LARGE PRINT S MATTE,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129836,ADVANCED M,Marca Externa,CALENDARIO 2025 MINDFUL LIVING,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135734,ADVANCED M,Marca Externa,CALENDARIO MERCADOS DE MEXICO 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135398,CORPORACIO,Marca Externa,CALENDARIO GRANDES MONUMENTOS 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12364,CORPORACION IMPRESORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129840,ADVANCED M,Marca Externa,CALENDARIO 2025 KITCHEN S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135726,ADVANCED M,Marca Externa,CALENDARIO LARGE PRINT 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122550,BROWNTROUT,Marca Externa,CALENDARIO 2024 TURNOWSKY 2024 D,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129835,ADVANCED M,Marca Externa,CALENDARIO 2025 MAGIC PLACES,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135723,ADVANCED M,Marca Externa,CALENDARIO TRANQUILITY 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135733,ADVANCED M,Marca Externa,CALENDARIO MEXICO 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122339,UPAK,Marca Externa,CALENDARIO UPAK RASCACIELOS,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12364,CORPORACION IMPRESORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122429,MIQUEL RIU,Marca Externa,CALENDARIO SOBREMESA A5 LOVELY 24,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127299,STUK,Marca Externa,PLANNER SEMANAL BUTTERFLY 1,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135751,INDUSTRIAS,Marca Externa,CALENDARIO DE PARED PUSHEEN 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10189,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125176,STUK,Marca Propia,PLANNEADOR ECO STUK 80HJ BAMBU,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,20533,OFFICE DEPOT ASIA HOLDING,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50127295,STUK,Marca Externa,PLANNER MENSUAL BUTTERFLY 1,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129646,APLI PAPER,Marca Externa,CALENDARIO PARED A4 CHROMAT 25,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129838,ADVANCED M,Marca Externa,CALENDARIO 2025 ASTRONOMY,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132138,AFEX INDUS,Marca Externa,PLANNER MENSUAL JUMBO CATS,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135396,CORPORACIO,Marca Externa,CALENDARIO ATARDECERES 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12364,CORPORACION IMPRESORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125177,STUK,Marca Propia,MEMO PAD ECO STUK 80HJ BAMBU,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,20533,OFFICE DEPOT ASIA HOLDING,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50118587,,Marca Externa,PLANNER MENSUAL MOON AZUL,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127293,STUK,Marca Externa,PLANNER MENSUAL SMILEY 2,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129654,APLI PAPER,Marca Externa,CALENDARIO PARED A3 RECYCLED 25,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135395,CORPORACIO,Marca Externa,CALENDARIO CIUDADES DE ENSUENO 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12364,CORPORACION IMPRESORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129830,ADVANCED M,Marca Externa,CALENDARIO 2025 LARGE PRINT S MATTE,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122422,MIQUEL RIU,Marca Externa,CALENDARIO PARED A3 FLORES 24,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129645,APLI PAPER,Marca Externa,CALENDARIO PARED A3 CHROMAT 25,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120469,SN,Marca Externa,PLANNER 12 MESES SIN FECHA CLASICO,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123897,SN,Marca Externa,PLANNER 12 MS CLASICO TAKE CARE OF YOU,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134803,GRUPO TZIA,Marca Externa,PLANNER CUTE ICONS TEACHER,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125178,STUK,Marca Propia,PLANNER SEMANAL ECO STUK 80H BAMBU,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,20533,OFFICE DEPOT ASIA HOLDING,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50135753,INDUSTRIAS,Marca Externa,CALENDARIO DE PARED VANIA BACHUR 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10189,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135730,ADVANCED M,Marca Externa,CALENDARIO MOTIVATION 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129652,APLI PAPER,Marca Externa,CALENDARIO SOBREM A5 LOVELY 25,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122570,BROWNTROUT,Marca Externa,CALENDARIO 2024 MERCADOS DE MEXICO S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129651,APLI PAPER,Marca Externa,CALENDARIO PARED A3 LOVELY 25,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129834,ADVANCED M,Marca Externa,CALENDARIO 2025 TRANQUILITY,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135515,APLI PAPER,Marca Externa,CALENDARIO SOBREM A5 MOUNTAINS 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,13517,COMERCIALIZADORA CHAROS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129837,ADVANCED M,Marca Externa,CALENDARIO 2025 PARIS,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122551,BROWNTROUT,Marca Externa,CALENDARIO 2024 BONNIE MARCUS S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122568,BROWNTROUT,Marca Externa,CALENDARIO 2024 COCINAS MEXICANAS S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122569,BROWNTROUT,Marca Externa,CALENDARIO 2024 HACIENDAS DE MEXICO S,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118583,,Marca Externa,PLANNER SEMANAL MOON VIOLETA,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,10842,AFEX INDUSTRIAL Y COMERCIAL,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122424,MIQUEL RIU,Marca Externa,CALENDARIO PARED A3 RECYCLED 24,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129901,GRUPO TZIA,Marca Externa,CALENDARIO HAPPY PLANNER SERENE GARDEN,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50302,PLANNERS,11578,GRUPO TZIAN,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122518,FORTEC,Marca Externa,FORTEC CALENDARIO EJECUTIVO 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,12045,COMERCIAL FORTEC,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135750,INDUSTRIAS,Marca Externa,CALENDARIO DE PARED EL PRINCIPITO 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10189,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122560,BROWNTROUT,Marca Externa,CALENDARIO 2024 VICENT VAN GOGH SF,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,10204,ADVANCED MARKETING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135518,APLI PAPER,Marca Externa,CALENDARIO SOBREM 14X15 CHROMAT 26,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,13517,COMERCIALIZADORA CHAROS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
