store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T080,Hermanos Serdan,2024-06-11,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50083953,OFFICEMAX,Marca Propia,1,51.64,59.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2024-09-10,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027266,ESTRELLA,Marca Externa,3,514.66,597,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen,2025-02-07,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,5010101,50050961,OFFICEMAX,Marca Propia,1,66.29,76.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2025-02-15,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100104,50029961,,Marca Externa,2,37.94,44,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2025-12-22,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50135647,"GRANMARK,",Marca Externa,1,25.78,29.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-07-08,RETAIL,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,50290101,50049683,,Marca Externa,2,163.79,190,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2025-02-18,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60201,ROLLO TERMICO,11906,FORMULARIOS DE MEXICO,6020101,50050823,OFFICEMAX,Marca Propia,1,292.24,339,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2024-07-01,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50116912,,Marca Externa,1,30.09,34.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-08-25,RETAIL,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,11928,ENERGIZER MEXICO,18060101,50025499,ENERGIZER,Marca Externa,4,328.96,381.6,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2026-01-17,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,20533,OFFICE DEPOT ASIA HOLDING,11010101,50116768,STUK,Marca Propia,1,162.93,189,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2024-08-22,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,20533,OFFICE DEPOT ASIA HOLDING,11010101,50116768,STUK,Marca Propia,1,145.69,169,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2026-03-15,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50068774,CARDINAL,Marca Externa,2,83.33,90,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan,2024-08-18,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,8,377.69,438.13,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-09-12,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,5010101,50100573,OFFICEMAX,Marca Propia,2,90.52,105,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-02-21,RETAIL,1,MUEBLES,103,ARCHIVEROS,10302,ARCHIVERO 3 GAVETAS,20539,COLLINS CO.,1030201,50113324,STUK,Marca Propia,1,3706.04,4299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2026-04-20,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070401,50029933,,Marca Externa,3,77.58,90,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-01-12,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50037734,SCOTCH,Marca Externa,1,125,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas,2026-04-07,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070102,50071722,LEON,Marca Externa,1,30.09,34.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2025-06-06,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100105,50029962,,Marca Externa,1,25,29,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-01-16,RETAIL,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,10523,BROTHER INTERNATIONAL DE MEXICO,2020102,50092961,,Marca Externa,1,697.41,809,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2025-07-02,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10393,CORPORACION GAIRET,17020102,50133010,,Marca Externa,1,116.38,135,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen,2025-05-14,RETAIL,50,COPYMAX,5026,ACCESORIOS COPYMAX,502601,ACCESORIOS COPYMAX,SIN PROVEEDOR,SIN PROVEEDOR,50260101,50125928,,Marca Propia,1,6.9,8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2024-10-06,RETAIL,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220103,TIEMPO AIRE UNEFON,12169,XCD DESARROLLADORA,22010301,50089300,,Marca Externa,1,43.1,50,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-03-30,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070402,50029934,,Marca Externa,1,30.17,35,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2025-11-10,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100103,50029960,,Marca Externa,2,43.1,50,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-05-10,RETAIL,50,COPYMAX,5013,TARJETAS DISENO,501307,TARJETAS PVC,10295,SIN PROVEEDOR,50130701,50113457,,Marca Externa,1,25,29,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2024-05-15,RETAIL,50,COPYMAX,5013,TARJETAS DISENO,501307,TARJETAS PVC,10295,SIN PROVEEDOR,50130701,50066803,,Marca Externa,4,134.48,156,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes,2024-01-29,RETAIL,61,OTROS SERVICIOS,6105,KILO DE AYUDA,610501,KILO DE AYUDA,SIN PROVEEDOR,SIN PROVEEDOR,61050101,50121850,,Marca Externa,6,30,30,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios,2025-01-31,RETAIL,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220101,TIEMPO AIRE TELCEL,12169,XCD DESARROLLADORA,22010101,50089302,,Marca Externa,1,43.1,50,ST,A,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T050,Toluca Aeropuerto,2025-10-11,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,28730,"PARKROSE GROUP, S.L.",10200101,50131103,PARK ROSE,Marca Propia,1,86.12,99.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2025-10-11,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90804,PERFORADORAS ESPECIALES,12175,ACCO MEXICANA,9080401,50133130,STABILO,Marca Externa,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2024-09-04,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070401,50029933,,Marca Externa,11,284.47,330,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2024-01-15,RETAIL,2,ELECTRONICOS,201,CALCULADORAS,20103,CALCULADORAS ESCRITORIO,11712,"CASIO MEXICO MARKETING,",2010301,50095745,CASIO,Marca Externa,1,223.28,259,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2025-12-10,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062025,OFFICEMAX,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-02-12,RETAIL,7,CORREO Y PAQUETERIA,704,FOLIADORES,70402,PISTOLA ETIQUETADORA,12026,CALCUTIME,7040202,50101975,CELICA,Marca Externa,2,308.62,358,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II,2026-01-25,RETAIL,3,ARCHIVO Y ACCESORIOS,305,FOLDERS COLGANTES,30501,FOLDERS COLGANTES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3050101,50077035,PENDAFLEX,Marca Externa,1,271.55,315,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-07-21,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027259,ESTRELLA,Marca Externa,3,411.21,477,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2025-06-20,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,12050101,50109615,SIGEL,Marca Propia,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2024-09-18,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,20533,OFFICE DEPOT ASIA HOLDING,12010204,50118518,STUK,Marca Propia,3,178.45,207,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2026-04-22,RETAIL,50,COPYMAX,5013,TARJETAS DISENO,501307,TARJETAS PVC,10295,SIN PROVEEDOR,50130701,50066804,,Marca Externa,1,245.69,285,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2026-03-31,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60201,ROLLO TERMICO,12176,FORMULARIOS DE MEXICO,6020101,50096451,Â CHARMED,Marca Propia,1,490.52,569,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc,2025-10-02,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,141,1811.12,2100.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes,2025-12-05,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110102,PIZARRONES DE CORCHO,10188,PINTARRON ALFRA,11010201,50061717,ALFRA,Marca Externa,1,430.17,499,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2026-04-23,RETAIL,2,ELECTRONICOS,201,CALCULADORAS,20102,CALCULADORAS CIENTIFICAS,11712,"CASIO MEXICO MARKETING,",2010201,50100612,CASIO,Marca Externa,1,275,319,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II,2026-04-19,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062002,OFFICEMAX,Marca Propia,-1,-473.28,-549,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-03-27,RETAIL,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,12118,NEWELL BRANDS DE MEXICO,2020101,50010638,DYMO,Marca Externa,1,335.34,389,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2024-03-04,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,10188,PINTARRON ALFRA,11010101,50094252,ALFRA,Marca Externa,1,180.17,209,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-05-10,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,12050101,50109615,SIGEL,Marca Propia,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2024-07-18,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062000,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2025-01-08,RETAIL,5,FORMAS DE NEGOCIO,503,CALENDARIOS Y PLANNERS,50301,CALENDARIOS,20610,APLI PAPER S.A.U.,5030101,50129655,APLI PAPER,Marca Externa,2,304.64,329,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2025-06-09,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90803,PERFORADORAS DE 2 ORIFICIOS,10797,GRUPO AZOR MEXICO,9080301,50014602,PEGASO,Marca Externa,1,343.97,399,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T035,Gran Plaza,2024-05-22,RETAIL,15,IMPRESION,1502,EQUIPOS,150203,MULTIFUNCIONALES,10937,EPSON MEXICO,15020303,50112540,EPSON,Marca Externa,1,5430.17,6299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2025-09-19,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50130890,BIMBO,Marca Externa,1,25.78,29.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin,2025-09-22,RETAIL,50,COPYMAX,5002,COPIAS A COLOR,500202,COPIAS COLOR OFICIO,10295,SIN PROVEEDOR,50020201,50029844,,Marca Externa,9,122.59,142.2,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2024-12-23,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,12287,SINBIOTIK PHARMA,12010201,50118815,SCRUB,Marca Externa,1,76.72,89,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-11-27,RETAIL,8,ACCESORIOS DE ESCRITORIO,804,SET DE ESCRITORIO,80401,SET DE ESCRITORIO,28732,NORITEX,8040101,50128890,NORITEX,Marca Externa,1,257.76,299,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-08-09,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027259,ESTRELLA,Marca Externa,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2025-04-05,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,216,2774.47,3218.4,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal,2026-03-23,RETAIL,7,CORREO Y PAQUETERIA,704,FOLIADORES,70403,CONTADORES,10797,GRUPO AZOR MEXICO,7040301,50012390,AZOR,Marca Externa,1,34.4,39.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2024-02-14,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50065844,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2025-08-29,RETAIL,16,PORTALAPTOPS Y FUNDAS,1601,PORTALAPTOPS,160103,BOLSAS - TOTES,28730,"PARKROSE GROUP, S.L.",16010301,50131100,,Marca Propia,1,137.07,159,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2025-01-24,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,10223,INDUSTRIAS DANPEX,10120101,50092600,DANPEX,Marca Externa,1,297.41,345,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos,2025-05-03,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027263,BIO PAPPEL,Marca Externa,1,197.41,229,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2024-03-31,RETAIL,50,COPYMAX,5026,ACCESORIOS COPYMAX,502601,ACCESORIOS COPYMAX,SIN PROVEEDOR,SIN PROVEEDOR,50260101,50125928,,Marca Propia,1,6.9,8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta,2026-03-08,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070101,50076308,OFFICEMAX,Marca Propia,1,21.47,24.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2025-07-14,RETAIL,2,ELECTRONICOS,208,AUDIFONOS,20801,AUDIFONOS IN EAR,10393,CORPORACION GAIRET,2080101,50133117,,Marca Externa,2,67.24,78,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2025-05-29,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,5010101,50061585,ADAMS,Marca Externa,80,6137.93,7120,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-07-11,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60202,ROLLO AUTOCOPIANTE,12343,PAPELES Y CONVERSIONES DE MEXICO,6020201,50063369,OFFICEMAX,Marca Propia,1,82.33,95.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2025-12-07,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50135659,"GRANMARK,",Marca Externa,2,60.34,70,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2025-11-25,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027262,ESTRELLA,Marca Externa,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2025-10-29,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102002,BLOCKS ESQUELA,13564,BIO PAPPEL SCRIBE,10200201,50041695,SCRIBE,Marca Externa,1,36.94,39.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2024-06-26,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,130,1654.42,1919.12,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin,2025-04-01,RETAIL,2,ELECTRONICOS,208,AUDIFONOS,20801,AUDIFONOS IN EAR,21231,UNITED NATIONAL CONSUMER SUPPLIERS,2080102,50130480,,Marca Externa,1,300.86,349,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2024-02-08,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070102,50071722,LEON,Marca Externa,2,42.94,49.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-10-10,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,5010101,50061585,ADAMS,Marca Externa,1,63.36,73.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia,2024-11-20,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50129698,GRANMARK,Marca Externa,1,30.09,34.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2025-10-27,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012980,SCRIBE,Marca Externa,1,75.78,87.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-01-13,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,20533,OFFICE DEPOT ASIA HOLDING,12010204,50118518,STUK,Marca Propia,4,237.94,276,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II,2025-10-02,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012982,SCRIBE,Marca Externa,1,75.78,87.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-02-26,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070101,50100588,OFFICEMAX,Marca Propia,2,43.96,51,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2025-02-25,RETAIL,2,ELECTRONICOS,204,ACCESORIOS DE ELECTRONICA,20401,ACCESORIOS DE CARGA,12183,EDGESTAR ACCESORIES,2040101,50106445,,Marca Externa,1,85.34,99,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2025-10-16,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082220,,Marca Externa,2,56.81,56.81,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2025-10-02,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060202,50113659,OFFICEMAX,Marca Propia,2,128.45,149,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-09-29,RETAIL,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,20533,OFFICE DEPOT ASIA HOLDING,18060101,50063807,SN,Marca Propia,1,42.24,49,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-03-01,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,20533,OFFICE DEPOT ASIA HOLDING,10120101,50116763,STUK,Marca Propia,1,46.5,53.94,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-02-13,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60201,ROLLO TERMICO,12176,FORMULARIOS DE MEXICO,6020101,50096451,OFFICEMAX,Marca Propia,1,395.69,459,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2024-02-29,RETAIL,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220106,PAQUETE DE DATOS TELCEL,12169,XCD DESARROLLADORA,22010601,50121990,S/N,Marca Externa,1,17.24,20,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-11-23,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12380,BUNZL DE MÉXICO,12050102,50115779,STAY CLEAN,Marca Externa,1,85.34,99,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2024-12-09,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110102,PIZARRONES DE CORCHO,20533,OFFICE DEPOT ASIA HOLDING,11010201,50125235,OFFICEMAX,Marca Propia,1,77.33,89.7,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2024-08-28,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50065844,OFFICEMAX,Marca Propia,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-08-05,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,10188,PINTARRON ALFRA,11010101,50060614,ALFRA,Marca Externa,1,126.12,146.3,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express,2025-06-05,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,208,2617.71,3036.62,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-04-12,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100105,50029962,,Marca Externa,4,100,116,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
