store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit cost,costo calculado,precio,costo * qty,utilidad,margen,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T025,Merida                        ,14/05/2024,67209,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,2,33.62,39,ST,7.356,11.47,16.81,22.94,10.68,0.3177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa                       ,08/01/2024,24501,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060201,50113658,OFFICEMAX,Marca Propia,1,75,81,ST,87.84,68.06,128.45,68.06,6.93,0.0925,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,26/03/2024,64589,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070103,50011853,CARDINAL,Marca Externa,3,245.43,284.7,ST,50.4,61.90666667,81.81,185.72,59.71,0.2433,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,10/04/2026,59433,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90802,PERFORADORA DE 3 ORIFICIOS,20533,OFFICE DEPOT ASIA HOLDING,9080201,50065897,OFFICEMAX,Marca Propia,2,288.89,312,ST,92.388,102.6,128.45,205.2,83.69,0.2897,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa                       ,27/11/2024,93036,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094187,OFFICEMAX,Marca Propia,1,32.67,37.9,ST,24.84,26.69,32.67,26.69,5.99,0.1832,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas                    ,08/07/2025,92763,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,13564,BIO PAPPEL SCRIBE,4010302,50080136,,Marca Externa,1,326.72,379,ST,233.676,260.78,326.72,260.78,65.95,0.2018,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,21/12/2025,5130,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,2,155,179.8,ST,55.2,61.75,72.84,123.5,31.5,0.2032,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion                    ,30/08/2024,17860,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,20610,APLI PAPER S.A.U.,4010302,50128234,APLI PAPER,Marca Externa,1,309.66,359.2,ST,256.788,261.82,387.07,261.82,47.83,0.1545,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,18/08/2024,692,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060203,50113663,OFFICEMAX,Marca Propia,1,96.58,104.3,ST,83.256,82.57,128.45,82.57,14.01,0.1451,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla                        ,27/09/2024,92162,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,28730,"PARKROSE GROUP, S.L.",9030401,50125502,STUK,Marca Propia,1,34.09,39.55,ST,11.484,21.83,38.97,21.83,12.26,0.3596,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla                       ,17/11/2025,99916,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,20533,OFFICE DEPOT ASIA HOLDING,9050201,50069423,,Marca Externa,1,293.97,341,ST,91.104,180.86,280.17,180.86,113.12,0.3848,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,06/08/2024,91074,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",4010302,50051646,NORMA,Marca Externa,1,176.81,205.1,ST,191.004,167.99,252.59,167.99,8.82,0.0499,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla                       ,04/01/2025,36138,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061981,OFFICEMAX,Marca Propia,1,81.47,94.5,ST,30.42,54.77,81.47,54.77,26.7,0.3277,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali                      ,10/04/2025,72205,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90204,PEGAMENTOS EN SPRAY,10217,STAEDTLER DE MEXICO,9020401,50102591,UHU,Marca Externa,1,276.85,299,ST,159.516,204.89,197.41,204.89,71.96,0.2599,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,03/11/2025,68835,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,28730,"PARKROSE GROUP, S.L.",9050201,50131141,28730,Marca Externa,1,77.5,89.9,ST,41.28,55.95,77.5,55.95,21.55,0.2781,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II                   ,26/11/2024,48394,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,28730,"PARKROSE GROUP, S.L.",10120101,50125467,STUK,Marca Propia,1,17.2,19.95,ST,11.16,13.25,13.76,13.25,3.95,0.2297,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II                     ,21/10/2025,1417,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,OFFICEMAX,Marca Propia,1,16.38,19,ST,9.276,12.4,15.43,12.4,3.98,0.243,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo                  ,29/04/2026,28193,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,30.09,34.9,ST,20.496,23.59,28.88,23.59,6.5,0.2162,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,19/03/2024,80558,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,12175,ACCO MEXICANA,4070103,50111554,ACCO,Marca Externa,1,125,145,ST,79.068,96.59,133.62,96.59,28.41,0.2273,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T021,Acapulco                      ,27/04/2025,36429,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110066,ACCO,Marca Externa,2,284.48,330,ST,79.752,104.435,142.24,208.87,75.61,0.2658,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz                   ,05/10/2024,2149,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,3,232.5,269.7,ST,58.74,63.22666667,77.5,189.68,42.83,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos            ,10/07/2024,5435,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90803,PERFORADORAS DE 2 ORIFICIOS,10797,GRUPO AZOR MEXICO,9080301,50014602,PEGASO,Marca Externa,1,283.62,329,ST,220.44,233.45,283.62,233.45,50.17,0.1769,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac                       ,01/06/2024,22323,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,10164,SAMSILL DE MEXICO,4010201,50031206,SAMSILL,Marca Externa,1,159.48,185,ST,97.32,120.84,159.48,120.84,38.63,0.2423,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez              ,31/08/2024,31770,RETAIL,4,CARPETAS,409,PADFOLIOS Y TARJETEROS,40901,PADFOLIOS Y PORTABLOCKS,10223,INDUSTRIAS DANPEX,4090101,50014782,DANPEX,Marca Externa,1,125,145,ST,93.588,101.5,133.62,101.5,23.51,0.188,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida                        ,26/01/2025,14519,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010202,50093135,OFFICEMAX,Marca Propia,1,85.34,99,ST,43.476,60.78,85.34,60.78,24.55,0.2877,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,08/07/2025,91924,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50086329,OFFICEMAX,Marca Propia,15,452.59,525,ST,8.904,19.24666667,24.05,288.7,163.89,0.3621,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc                    ,24/09/2025,36514,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094187,OFFICEMAX,Marca Propia,1,37.84,43.9,ST,24.84,27.42,32.67,27.42,10.42,0.2754,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry                        ,03/09/2025,50270,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50083953,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,38.04,42.96,51.64,42.96,11.26,0.2077,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin                   ,28/10/2024,99500,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,12107,NEWELL BRANDS DE MEXICO,9020201,50092618,ELMER'S,Marca Externa,1,36.64,42.5,ST,30,30.82,36.64,30.82,5.82,0.1588,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta              ,31/01/2025,28832,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40803,CUBIERTAS PLASTIFICADAS,20533,OFFICE DEPOT ASIA HOLDING,4080301,50062258,OFFICEMAX,Marca Propia,2,172.24,199.8,ST,38.352,59.04,86.12,118.08,54.16,0.3144,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon                          ,20/08/2024,25324,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102002,BLOCKS ESQUELA,13564,BIO PAPPEL SCRIBE,10200201,50012985,,Marca Externa,1,27.16,31.5,ST,19.272,21.61,27.16,21.61,5.55,0.2043,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz                      ,03/09/2024,54430,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,10164,SAMSILL DE MEXICO,4080101,50101950,SAMSILL,Marca Externa,1,45.6,52.9,ST,34.86,37.32,48.71,37.32,8.28,0.1815,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia                       ,25/08/2025,26805,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10254,VELCRO DE MEXICO,9090101,50077330,VELCRO,Marca Externa,1,31.9,37,ST,18.6,24.23,24.91,24.23,7.67,0.2406,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro              ,27/06/2024,4980,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,10824,MAPED SILCO,9050101,50077264,MAPED,Marca Externa,1,116.38,135,ST,72.564,88.35,128.45,88.35,28.02,0.2408,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin                   ,05/05/2024,59167,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90302,CINTAS DOBLE CARA,11496,"3M MEXICO,",9030201,50116189,SCOTCH,Marca Externa,1,35.78,41.5,ST,27.504,29.35,42.24,29.35,6.43,0.1797,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos                    ,05/04/2024,8404,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,65.09,75.5,ST,55.2,53.57,72.84,53.57,11.52,0.177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato                      ,02/02/2026,2155,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,1,22.33,25.9,ST,7.356,14.68,16.81,14.68,7.65,0.3426,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T086,Coatzacoalcos II              ,27/04/2026,68337,RETAIL,10,ARTICULOS ESCOLARES,1003,MARCADORES,100303,MARCADORES DE CERA,11863,DIXON COMERCILIZADORA,10030301,50083444,DIXON,Marca Externa,1,12.93,15,ST,12,11.46,12.93,11.46,1.46,0.1133,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,17/01/2024,32534,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,24.06,37.13,54.22,37.13,17.09,0.3153,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas                        ,07/08/2024,7473,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101701,BOLIGRAFOS FINOS,20533,OFFICE DEPOT ASIA HOLDING,10170101,50125316,OFFICEMAX,Marca Propia,1,86.12,99.9,ST,42.468,60.75,68.9,60.75,25.37,0.2945,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II                     ,23/07/2024,39486,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,1,49.05,56.9,ST,38.568,40.59,49.05,40.59,8.45,0.1724,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas                      ,23/10/2024,2840,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,10797,GRUPO AZOR MEXICO,10190101,50067322,AZOR,Marca Externa,1,71.98,83.5,ST,46.56,55.23,71.98,55.23,16.75,0.2326,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express            ,18/01/2025,13012,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50066253,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,21.888,36.24,54.22,36.24,17.98,0.3316,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,28/06/2024,71236,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90505,ENGRAPADORAS USO RUDO,20533,OFFICE DEPOT ASIA HOLDING,9050501,50065894,,Marca Externa,1,185.34,215,ST,81.816,119.98,185.34,119.98,65.36,0.3526,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,22/08/2025,31034,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,OFFICEMAX,Marca Propia,1,16.38,19,ST,9.276,12.4,15.43,12.4,3.98,0.243,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.                     ,21/10/2024,97822,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50033933,OFFICEMAX,Marca Propia,2,187.93,218,ST,49.428,67.58,93.97,135.16,52.78,0.2808,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,20/07/2025,59897,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,1,22.33,25.9,ST,7.356,14.66,16.81,14.66,7.67,0.3433,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,08/03/2025,38101,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30603,TARJETAS RAYA Y CUADRO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060301,50029457,OXFORD,Marca Externa,1,28.88,33.5,ST,9.54,18.41,27.5,18.41,10.46,0.3624,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo                    ,21/08/2024,14044,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101902,CRAYONES JUMBO,11171,BINNEY Y SMITH MEXICO,10190201,50015528,CRAYOLA,Marca Externa,1,48.71,56.5,ST,39.828,39.48,48.71,39.48,9.23,0.1895,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II                     ,06/04/2026,29901,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,13517,COMERCIALIZADORA CHAROS,3010301,50134623,PARK ROSE,Marca Externa,1,34.4,39.9,ST,13.728,22.92,34.4,22.92,11.48,0.3337,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,02/02/2026,41159,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,13517,COMERCIALIZADORA CHAROS,3010201,50134621,,Marca Externa,1,46.2,49.9,ST,18.42,30.77,43.02,30.77,15.42,0.3339,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo                    ,08/01/2024,4236,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50070186,OFFICEMAX,Marca Propia,1,125,145,ST,80.976,93.79,125,93.79,31.21,0.2497,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,08/09/2024,46155,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,20533,OFFICE DEPOT ASIA HOLDING,9020201,50069991,OFFICEMAX,Marca Propia,1,33.49,38.85,ST,19.236,24.76,50,24.76,8.73,0.2607,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,29/03/2025,43925,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,18.96,24.91,18.96,5.95,0.2389,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato                      ,21/05/2025,914,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,30.17,35,ST,20.496,23.63,28.88,23.63,6.55,0.2169,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac                       ,18/11/2025,59466,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10933,"HENKEL CAPITAL,",9020301,50089662,RESISTOL,Marca Externa,4,141.38,164,ST,24.84,28.0225,33.54,112.09,29.29,0.2072,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,06/12/2025,21242,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,12232,KYMA CA,4040101,50063111,OFFICEMAX,Marca Propia,6,258.1,299.4,ST,32.76,34.28333333,43.02,205.7,52.4,0.203,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas                      ,10/08/2025,71937,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50116912,,Marca Externa,1,30.17,35,ST,21.6,24.09,30.09,24.09,6.09,0.2017,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,03/11/2024,64879,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50090628,SCOTCH,Marca Externa,1,275,319,ST,219.6,229.48,300.86,229.48,45.52,0.1655,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express            ,19/02/2025,19978,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50064299,KOLA LOKA,Marca Externa,1,25,29,ST,16.572,19.41,25,19.41,5.59,0.2238,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II             ,26/04/2024,21105,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076334,OFFICEMAX,Marca Propia,2,155,179.8,ST,51.336,60.14,77.5,120.28,34.72,0.224,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero                 ,19/03/2024,32309,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50062170,OFFICEMAX,Marca Propia,3,50.43,58.5,ST,7.356,11.47,16.81,34.41,16.02,0.3177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,20/01/2025,33112,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094200,PRODUCTOS,Marca Externa,1,36.12,41.9,ST,21.48,27.01,37.84,27.01,9.11,0.2522,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,15/11/2024,90435,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90803,PERFORADORAS DE 2 ORIFICIOS,20533,OFFICE DEPOT ASIA HOLDING,9080301,50073009,OFFICEMAX,Marca Propia,1,241.59,280.25,ST,93.804,162.66,254.31,162.66,78.93,0.3267,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,18/01/2025,19708,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90802,PERFORADORA DE 3 ORIFICIOS,20533,OFFICE DEPOT ASIA HOLDING,9080201,50065903,OFFICEMAX,Marca Propia,1,36.16,41.95,ST,24.432,28.3,43.4,28.3,7.87,0.2175,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,01/02/2026,6508,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50061421,PENDAFLEX,Marca Externa,1,119.83,139,ST,76.428,91.76,107.76,91.76,28.07,0.2342,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca                    ,27/01/2024,21327,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90804,PERFORADORAS ESPECIALES,20533,OFFICE DEPOT ASIA HOLDING,9080401,50116771,STUK,Marca Propia,2,51.55,59.8,ST,12.396,18.135,25.78,36.27,15.28,0.2963,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma                          ,04/01/2026,33469,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076334,OFFICEMAX,Marca Propia,2,172.24,199.8,ST,51.336,64.45,77.5,128.9,43.34,0.2516,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,05/03/2025,40675,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,2,98.1,113.8,ST,38.568,40.595,49.05,81.19,16.91,0.1724,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos                    ,13/05/2025,80234,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11906,FORMULARIOS DE MEXICO,3030401,50100412,OFFICEMAX,Marca Propia,1,67.16,77.9,ST,35.664,43.83,63.71,43.83,23.33,0.3474,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin                   ,01/11/2025,56259,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,20533,OFFICE DEPOT ASIA HOLDING,9050101,50113147,OFFICEMAX,Marca Propia,2,208.62,242,ST,35.976,69.31,99.14,138.62,70,0.3355,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T009,Coyoacan                      ,12/04/2026,10988,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,12175,ACCO MEXICANA,4070102,50110197,ACCO,Marca Externa,5,357.76,415,ST,40.008,50.86,68.02,254.3,103.45,0.2892,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin                   ,09/01/2024,52862,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,13488,GRUPO INDUSTRIAL ARDA,9020301,50123909,SN,Marca Externa,1,21.98,25.5,ST,13.8,16.74,21.98,16.74,5.24,0.2384,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,03/12/2024,11524,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50069461,SN,Marca Externa,1,18.88,21.9,ST,8.64,12.89,18.88,12.89,5.99,0.3175,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla                       ,12/11/2024,30568,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,LOURDES ALEJANDRA ROSALES CANTO,3030301,50094199,OFFICEMAX,Marca Propia,2,68.79,79.8,ST,21.48,26.145,34.4,52.29,16.5,0.2398,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
