store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit_cost,costo_calculado,precio,costo_x_qty,utilidad,margen,estatus,ecologicos,clasificacion_retail,estatus_operativo,-10%,-5%,5%,10%,-10%_dup,-5%_dup,5%_dup,10%_dup,unnamed:_39,precio_real,beta_utilizada,tipo_ventana_beta,sensibilidad_precio,en_analisis,precio_nuevo_menos_10pct,unidades_sim_menos_10pct,ingresos_sim_menos_10pct,precio_nuevo_menos_5pct,unidades_sim_menos_5pct,ingresos_sim_menos_5pct,precio_nuevo_mas_5pct,unidades_sim_mas_5pct,ingresos_sim_mas_5pct,precio_nuevo_mas_10pct,unidades_sim_mas_10pct,ingresos_sim_mas_10pct,ingresos_reales
T062,Tecamac                       ,2026-01-31,65372,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,POCHTECA P,Marca Externa,1,188.79,219.0,ST,122.16,145.94,188.79,145.94,42.85,0.227,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,169.911,179.3505,198.2295,207.669,0.9,0.95,1.05,1.1,,188.79,0.0,No_significativo,Baja_sensibilidad,True,169.91,1.0,169.91,179.35,1.0,179.35,198.23,1.0,198.23,207.67,1.0,207.67,188.79
T087,GRAN SUR II                   ,2025-01-04,53593,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50095268,OFFICEMAX,Marca Propia,1,36.15,41.93,ST,20.748,26.72,51.64,26.72,9.43,0.2609,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,46.476,49.058,54.222,56.804,0.9,0.95,1.05,1.1,,36.15,,No_analizado,No_en_analisis,False,32.53,1.0,32.53,34.34,1.0,34.34,37.96,1.0,37.96,39.76,1.0,39.76,36.15
T044,Pachuca                       ,2025-07-15,35989,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100601,MOCHILAS ESCOLARES,12456,CHENSON NYLON DE MEXICO,10060103,50132174,,Marca Externa,1,861.2,998.99,ST,620.064,688.96,861.21,688.96,172.24,0.2,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,775.089,818.1495,904.2705,947.331,0.9,0.95,1.05,1.1,,861.2,,No_analizado,No_en_analisis,False,775.08,1.0,775.08,818.14,1.0,818.14,904.26,1.0,904.26,947.32,1.0,947.32,861.2
T039,Alamedas                      ,2024-10-05,31165,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051957,RESISTOL,Marca Externa,1,50.78,58.9,ST,38.16,41.29,50.78,41.29,9.49,0.1869,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,45.702,48.241,53.319,55.858,0.9,0.95,1.05,1.1,,50.78,,No_analizado,No_en_analisis,False,45.7,1.0,45.7,48.24,1.0,48.24,53.32,1.0,53.32,55.86,1.0,55.86,50.78
T015,Tlalpan                       ,2025-05-30,65706,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,30.17,35.0,ST,20.496,23.63,28.88,23.63,6.55,0.2169,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,25.992,27.436,30.324,31.768,0.9,0.95,1.05,1.1,,30.17,,No_analizado,No_en_analisis,False,27.15,1.0,27.15,28.66,1.0,28.66,31.68,1.0,31.68,33.19,1.0,33.19,30.17
T050,Toluca Aeropuerto             ,2024-06-06,54084,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,3030401,50066979,POCHTECA,Marca Externa,1,257.76,299.0,ST,217.5,219.5,266.38,219.5,38.25,0.1484,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,239.742,253.061,279.699,293.018,0.9,0.95,1.05,1.1,,257.76,,No_analizado,No_en_analisis,False,231.98,1.0,231.98,244.87,1.0,244.87,270.65,1.0,270.65,283.54,1.0,283.54,257.76
T035,Gran Plaza                    ,2024-05-21,41635,RETAIL,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40603,TABLAS METALICAS,20533,OFFICE DEPOT ASIA HOLDING,4060301,50069412,OFFICEMAX,Marca Propia,1,180.17,209.0,ST,108.072,131.5,180.17,131.5,48.67,0.2701,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,162.153,171.1615,189.1785,198.187,0.9,0.95,1.05,1.1,,180.17,,No_analizado,No_en_analisis,False,162.15,1.0,162.15,171.16,1.0,171.16,189.18,1.0,189.18,198.19,1.0,198.19,180.17
T065,Merida II                     ,2024-04-10,17575,RETAIL,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40603,TABLAS METALICAS,20533,OFFICE DEPOT ASIA HOLDING,4060301,50069412,OFFICEMAX,Marca Propia,1,180.17,209.0,ST,108.072,131.55,180.17,131.55,48.62,0.2699,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,162.153,171.1615,189.1785,198.187,0.9,0.95,1.05,1.1,,180.17,,No_analizado,No_en_analisis,False,162.15,1.0,162.15,171.16,1.0,171.16,189.18,1.0,189.18,198.19,1.0,198.19,180.17
T077,San Isidro                    ,2024-10-13,32393,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90403,CHINCHES Y PINES,11556,PELIKAN MEXICO,9040301,50119614,SIN MARCA,Marca Externa,1,31.47,36.5,ST,24.48,25.93,32.76,25.93,5.54,0.1759,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,29.484,31.122,34.398,36.036,0.9,0.95,1.05,1.1,,31.47,,No_analizado,No_en_analisis,False,28.32,1.0,28.32,29.9,1.0,29.9,33.04,1.0,33.04,34.62,1.0,34.62,31.47
T028,San Luis Potosi               ,2025-06-06,91850,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90303,CINTAS INVISIBLES,20533,OFFICE DEPOT ASIA HOLDING,9030301,50063049,OFFICEMAX,Marca Propia,1,102.59,119.0,ST,52.464,73.85,102.59,73.85,28.74,0.2801,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,92.331,97.4605,107.7195,112.849,0.9,0.95,1.05,1.1,,102.59,,No_analizado,No_en_analisis,False,92.33,1.0,92.33,97.46,1.0,97.46,107.72,1.0,107.72,112.85,1.0,112.85,102.59
T042,Irapuato                      ,2025-11-10,93123,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50066253,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,21.888,36.93,54.22,36.93,17.3,0.319,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,48.798,51.509,56.931,59.642,0.9,0.95,1.05,1.1,,54.22,,No_analizado,No_en_analisis,False,48.8,1.0,48.8,51.51,1.0,51.51,56.93,1.0,56.93,59.64,1.0,59.64,54.22
T019,Cuauhtemoc                    ,2026-01-28,76353,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,77.5,89.9,ST,55.2,61.75,72.84,61.75,15.75,0.2032,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,65.556,69.198,76.482,80.124,0.9,0.95,1.05,1.1,,77.5,,No_analizado,No_en_analisis,False,69.75,1.0,69.75,73.62,1.0,73.62,81.38,1.0,81.38,85.25,1.0,85.25,77.5
T069,SLP II                        ,2024-08-28,52113,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061983,OFFICEMAX,Marca Propia,1,60.26,69.9,ST,19.212,38.22,63.36,38.22,22.04,0.3657,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,57.024,60.192,66.528,69.696,0.9,0.95,1.05,1.1,,60.26,,No_analizado,No_en_analisis,False,54.23,1.0,54.23,57.25,1.0,57.25,63.27,1.0,63.27,66.29,1.0,66.29,60.26
T017,Queretaro                     ,2024-05-06,26536,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,11171,BINNEY Y SMITH MEXICO,10190101,50079916,CRAYOLA,Marca Externa,1,68.54,79.5,ST,56.04,55.02,68.54,55.02,13.51,0.1972,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,61.686,65.113,71.967,75.394,0.9,0.95,1.05,1.1,,68.54,,No_analizado,No_en_analisis,False,61.69,1.0,61.69,65.11,1.0,65.11,71.97,1.0,71.97,75.39,1.0,75.39,68.54
T050,Toluca Aeropuerto             ,2026-01-14,60551,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,12175,ACCO MEXICANA,4070103,50111554,ACCO,Marca Externa,2,267.24,310.0,ST,79.068,99.755,133.62,199.51,67.73,0.2534,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,120.258,126.939,140.301,146.982,1.8,1.9,2.1,2.2,,133.62,,No_analizado,No_en_analisis,False,120.26,2.0,240.52,126.94,2.0,253.88,140.3,2.0,280.6,146.98,2.0,293.96,267.24
T056,Cuautla                       ,2025-02-20,81791,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,24.06,38.23,54.22,38.23,15.99,0.2949,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,48.798,51.509,56.931,59.642,0.9,0.95,1.05,1.1,,54.22,,No_analizado,No_en_analisis,False,48.8,1.0,48.8,51.51,1.0,51.51,56.93,1.0,56.93,59.64,1.0,59.64,54.22
T022,Roma                          ,2024-01-29,84069,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90804,PERFORADORAS ESPECIALES,20533,OFFICE DEPOT ASIA HOLDING,9080401,50116771,STUK,Marca Propia,2,51.55,59.8,ST,12.396,18.125,25.78,36.25,15.3,0.2967,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,1.8,1.9,2.1,2.2,,25.775,,No_analizado,No_en_analisis,False,23.2,2.0,46.4,24.49,2.0,48.98,27.06,2.0,54.12,28.35,2.0,56.7,51.55
T051,Gomez Morin                   ,2024-04-29,77519,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,2,155.0,179.8,ST,58.74,63.145,77.5,126.29,28.71,0.1852,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,69.75,73.625,81.375,85.25,1.8,1.9,2.1,2.2,,77.5,,No_analizado,No_en_analisis,False,69.75,2.0,139.5,73.62,2.0,147.24,81.38,2.0,162.76,85.25,2.0,170.5,155.0
T083,Aguascalientes II             ,2026-03-18,46107,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,12233,KYMA CA,4020202,50135431,KYMA,Marca Externa,1,119.83,139.0,ST,79.968,91.28,119.83,91.28,28.55,0.2383,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,107.847,113.8385,125.8215,131.813,0.9,0.95,1.05,1.1,,119.83,,No_analizado,No_en_analisis,False,107.85,1.0,107.85,113.84,1.0,113.84,125.82,1.0,125.82,131.81,1.0,131.81,119.83
T048,Tlaquepaque                   ,2025-08-30,53204,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,20533,OFFICE DEPOT ASIA HOLDING,9020201,50069991,OFFICEMAX,Marca Propia,1,50.0,58.0,ST,19.236,36.23,50.0,36.23,13.77,0.2754,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,45.0,47.5,52.5,55.0,0.9,0.95,1.05,1.1,,50.0,,No_analizado,No_en_analisis,False,45.0,1.0,45.0,47.5,1.0,47.5,52.5,1.0,52.5,55.0,1.0,55.0,50.0
T061,Mexicali                      ,2025-07-26,51224,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,10223,INDUSTRIAS DANPEX,10120101,50092598,DANPEX,Marca Externa,1,254.63,275.0,ST,166.104,196.53,237.07,196.53,58.11,0.2282,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,213.363,225.2165,248.9235,260.777,0.9,0.95,1.05,1.1,,254.63,,No_analizado,No_en_analisis,False,229.17,1.0,229.17,241.9,1.0,241.9,267.36,1.0,267.36,280.09,1.0,280.09,254.63
T027,Miguel Angel                  ,2025-02-15,1075,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094188,PRODUCTOS,Marca Externa,1,36.12,41.9,ST,21.48,27.01,36.12,27.01,9.11,0.2522,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,32.508,34.314,37.926,39.732,0.9,0.95,1.05,1.1,,36.12,,No_analizado,No_en_analisis,False,32.51,1.0,32.51,34.31,1.0,34.31,37.93,1.0,37.93,39.73,1.0,39.73,36.12
T002,Interlomas                    ,2024-06-01,92401,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50073555,OFFICEMAX,Marca Propia,1,41.29,47.9,ST,31.404,34.13,41.29,34.13,7.16,0.1735,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,37.161,39.2255,43.3545,45.419,0.9,0.95,1.05,1.1,,41.29,,No_analizado,No_en_analisis,False,37.16,1.0,37.16,39.23,1.0,39.23,43.35,1.0,43.35,45.42,1.0,45.42,41.29
T079,Juriquilla Express            ,2025-02-23,20733,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,72.84,84.5,ST,55.2,59.42,72.84,59.42,13.42,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,65.556,69.198,76.482,80.124,0.9,0.95,1.05,1.1,,72.84,,No_analizado,No_en_analisis,False,65.56,1.0,65.56,69.2,1.0,69.2,76.48,1.0,76.48,80.12,1.0,80.12,72.84
T048,Tlaquepaque                   ,2024-01-13,89513,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076332,OFFICEMAX,Marca Propia,1,37.84,43.9,ST,19.476,27.04,40.09,27.04,10.8,0.2855,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,36.081,38.0855,42.0945,44.099,0.9,0.95,1.05,1.1,,37.84,,No_analizado,No_en_analisis,False,34.06,1.0,34.06,35.95,1.0,35.95,39.73,1.0,39.73,41.62,1.0,41.62,37.84
T019,Cuauhtemoc                    ,2024-08-26,99382,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102002,BLOCKS ESQUELA,13564,BIO PAPPEL SCRIBE,10200201,50088199,SIGEL,Marca Propia,1,16.59,19.25,ST,11.088,12.92,16.59,12.92,3.67,0.2215,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,14.931,15.7605,17.4195,18.249,0.9,0.95,1.05,1.1,,16.59,,No_analizado,No_en_analisis,False,14.93,1.0,14.93,15.76,1.0,15.76,17.42,1.0,17.42,18.25,1.0,18.25,16.59
T034,Condesa                       ,2024-04-01,27222,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,12175,ACCO MEXICANA,4010201,50110190,ACCO,Marca Externa,2,274.14,318.0,ST,97.656,109.125,137.07,218.25,55.89,0.2039,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,123.363,130.2165,143.9235,150.777,1.8,1.9,2.1,2.2,,137.07,,No_analizado,No_en_analisis,False,123.36,2.0,246.72,130.22,2.0,260.44,143.92,2.0,287.84,150.78,2.0,301.56,274.14
T073,Culiacan 3 Rios               ,2024-12-15,83861,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,1,49.05,56.9,ST,38.568,40.59,49.05,40.59,8.46,0.1724,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva,44.145,46.5975,51.5025,53.955,0.9,0.95,1.05,1.1,,49.05,,No_analizado,No_en_analisis,False,44.14,1.0,44.14,46.6,1.0,46.6,51.5,1.0,51.5,53.96,1.0,53.96,49.05
T028,San Luis Potosi               ,2025-07-18,81819,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070103,50011853,CARDINAL,Marca Externa,1,81.81,94.9,ST,50.4,61.9,81.81,61.9,19.91,0.2433,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,73.629,77.7195,85.9005,89.991,0.9,0.95,1.05,1.1,,81.81,,No_analizado,No_en_analisis,False,73.63,1.0,73.63,77.72,1.0,77.72,85.9,1.0,85.9,89.99,1.0,89.99,81.81
T042,Irapuato                      ,2024-10-08,83676,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101701,BOLIGRAFOS FINOS,10502,PENTEL DE MEXICO,10170101,50095651,PENTEL,Marca Externa,1,400.86,465.0,ST,292.092,322.14,421.55,322.14,78.73,0.1964,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,379.395,400.4725,442.6275,463.705,0.9,0.95,1.05,1.1,,400.86,,No_analizado,No_en_analisis,False,360.77,1.0,360.77,380.82,1.0,380.82,420.9,1.0,420.9,440.95,1.0,440.95,400.86
T022,Roma                          ,2025-07-27,32878,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060201,50113658,OFFICEMAX,Marca Propia,1,102.76,119.2,ST,87.84,87.98,128.45,87.98,14.78,0.1438,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,0.9,0.95,1.05,1.1,,102.76,,No_analizado,No_en_analisis,False,92.48,1.0,92.48,97.62,1.0,97.62,107.9,1.0,107.9,113.04,1.0,113.04,102.76
T032,Santa Fe II                   ,2025-07-30,96297,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051957,RESISTOL,Marca Externa,2,63.98,74.22,ST,38.16,31.26,50.78,62.52,1.46,0.0228,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,45.702,48.241,53.319,55.858,1.8,1.9,2.1,2.2,,31.99,,No_analizado,No_en_analisis,False,28.79,2.0,57.58,30.39,2.0,60.78,33.59,2.0,67.18,35.19,2.0,70.38,63.98
T044,Pachuca                       ,2025-08-31,42148,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50116770,STUK,Marca Propia,1,46.98,54.5,ST,39.756,40.06,93.97,40.06,6.93,0.1474,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,84.573,89.2715,98.6685,103.367,0.9,0.95,1.05,1.1,,46.98,,No_analizado,No_en_analisis,False,42.28,1.0,42.28,44.63,1.0,44.63,49.33,1.0,49.33,51.68,1.0,51.68,46.98
T016,Puebla                        ,2024-08-21,88230,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,POCHTECA P,Marca Externa,1,176.72,205.0,ST,122.16,139.26,188.79,139.26,37.46,0.212,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,169.911,179.3505,198.2295,207.669,0.9,0.95,1.05,1.1,,176.72,0.0,No_significativo,Baja_sensibilidad,True,159.05,1.0,159.05,167.88,1.0,167.88,185.56,1.0,185.56,194.39,1.0,194.39,176.72
T019,Cuauhtemoc                    ,2024-08-26,35545,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90302,CINTAS DOBLE CARA,11496,"3M MEXICO,",9030201,50116189,SCOTCH,Marca Externa,1,36.64,42.5,ST,27.504,29.87,42.24,29.87,6.77,0.1848,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,38.016,40.128,44.352,46.464,0.9,0.95,1.05,1.1,,36.64,,No_analizado,No_en_analisis,False,32.98,1.0,32.98,34.81,1.0,34.81,38.47,1.0,38.47,40.3,1.0,40.3,36.64
T083,Aguascalientes II             ,2024-08-17,5837,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,POCHTECA P,Marca Externa,1,150.22,174.25,ST,122.16,126.01,188.79,126.01,24.21,0.1612,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,169.911,179.3505,198.2295,207.669,0.9,0.95,1.05,1.1,,150.22,0.0,No_significativo,Baja_sensibilidad,True,135.2,1.0,135.2,142.71,1.0,142.71,157.73,1.0,157.73,165.24,1.0,165.24,150.22
T045,Chihuahua Mirador             ,2024-08-05,71018,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010301,50061599,OXFORD,Marca Externa,1,25.83,29.96,ST,22.392,22.24,38.71,22.24,3.59,0.139,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,34.839,36.7745,40.6455,42.581,0.9,0.95,1.05,1.1,,25.83,,No_analizado,No_en_analisis,False,23.25,1.0,23.25,24.54,1.0,24.54,27.12,1.0,27.12,28.41,1.0,28.41,25.83
T078,Cancun II                     ,2024-10-08,44281,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,17.9,24.91,17.9,7.01,0.2814,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,22.419,23.6645,26.1555,27.401,0.9,0.95,1.05,1.1,,24.91,,No_analizado,No_en_analisis,False,22.42,1.0,22.42,23.66,1.0,23.66,26.16,1.0,26.16,27.4,1.0,27.4,24.91
T025,Merida                        ,2026-04-14,8075,RETAIL,10,ARTICULOS ESCOLARES,1003,MARCADORES,100305,MARCADORES ESPECIALES,20533,OFFICE DEPOT ASIA HOLDING,10030501,50065892,OFFICEMAX,Marca Propia,1,19.74,22.9,ST,7.908,13.59,19.74,13.59,6.15,0.3116,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,17.766,18.753,20.727,21.714,0.9,0.95,1.05,1.1,,19.74,0.0,No_significativo,Baja_sensibilidad,True,17.77,1.0,17.77,18.75,1.0,18.75,20.73,1.0,20.73,21.71,1.0,21.71,19.74
T020,Mariano Otero                 ,2025-05-14,80671,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,20533,OFFICE DEPOT ASIA HOLDING,9030401,50125207,OFFICEMAX,Marca Propia,1,98.28,114.0,ST,23.676,59.0,44.76,59.0,39.27,0.3996,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,40.284,42.522,46.998,49.236,0.9,0.95,1.05,1.1,,98.28,,No_analizado,No_en_analisis,False,88.45,1.0,88.45,93.37,1.0,93.37,103.19,1.0,103.19,108.11,1.0,108.11,98.28
T087,GRAN SUR II                   ,2025-12-16,24698,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,28730,"PARKROSE GROUP, S.L.",10200101,50131169,28730,Marca Externa,1,86.12,99.9,ST,44.376,61.55,86.12,61.55,24.57,0.2853,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,77.508,81.814,90.426,94.732,0.9,0.95,1.05,1.1,,86.12,,No_analizado,No_en_analisis,False,77.51,1.0,77.51,81.81,1.0,81.81,90.43,1.0,90.43,94.73,1.0,94.73,86.12
T016,Puebla                        ,2025-08-02,89205,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4030201,50076753,ICLIP,Marca Externa,1,48.8,56.61,ST,44.208,42.82,54.22,42.82,5.98,0.1225,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,48.798,51.509,56.931,59.642,0.9,0.95,1.05,1.1,,48.8,,No_analizado,No_en_analisis,False,43.92,1.0,43.92,46.36,1.0,46.36,51.24,1.0,51.24,53.68,1.0,53.68,48.8
T065,Merida II                     ,2024-08-17,40853,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,11682,"CARVAJAL EDUCACION,",10060201,50127739,JEAN BOOK,Marca Externa,1,675.17,783.2,ST,658.8,612.09,843.97,612.09,63.09,0.0934,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,759.573,801.7715,886.1685,928.367,0.9,0.95,1.05,1.1,,675.17,,No_analizado,No_en_analisis,False,607.65,1.0,607.65,641.41,1.0,641.41,708.93,1.0,708.93,742.69,1.0,742.69,675.17
T010,Cancun                        ,2024-03-29,27188,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,OFFICEMAX,Marca Propia,1,176.72,205.0,ST,122.16,139.26,188.79,139.26,37.46,0.212,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,169.911,179.3505,198.2295,207.669,0.9,0.95,1.05,1.1,,176.72,0.0,No_significativo,Baja_sensibilidad,True,159.05,1.0,159.05,167.88,1.0,167.88,185.56,1.0,185.56,194.39,1.0,194.39,176.72
T021,Acapulco                      ,2026-04-22,75216,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,10164,SAMSILL DE MEXICO,4080101,50101950,SAMSILL,Marca Externa,2,101.72,118.0,ST,34.86,40.905,48.71,81.81,19.91,0.1957,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,43.839,46.2745,51.1455,53.581,1.8,1.9,2.1,2.2,,50.86,,No_analizado,No_en_analisis,False,45.77,2.0,91.54,48.32,2.0,96.64,53.4,2.0,106.8,55.95,2.0,111.9,101.72
T044,Pachuca                       ,2024-10-21,53430,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,OFFICEMAX,Marca Propia,1,163.79,190.0,ST,122.16,132.8,188.79,132.8,30.99,0.1892,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,169.911,179.3505,198.2295,207.669,0.9,0.95,1.05,1.1,,163.79,0.0,No_significativo,Baja_sensibilidad,True,147.41,1.0,147.41,155.6,1.0,155.6,171.98,1.0,171.98,180.17,1.0,180.17,163.79
