store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit_cost,costo_calculado,precio,costo_x_qty,utilidad,margen,estatus,ecologicos,clasificacion_retail,estatus_operativo,-10%,-5%,5%,10%,-10%_dup,-5%_dup,5%_dup,10%_dup,unnamed:_39,precio_real,beta_utilizada,tipo_ventana_beta,sensibilidad_precio,en_analisis,precio_nuevo_menos_10pct,unidades_sim_menos_10pct,ingresos_sim_menos_10pct,precio_nuevo_menos_5pct,unidades_sim_menos_5pct,ingresos_sim_menos_5pct,precio_nuevo_mas_5pct,unidades_sim_mas_5pct,ingresos_sim_mas_5pct,precio_nuevo_mas_10pct,unidades_sim_mas_10pct,ingresos_sim_mas_10pct,ingresos_reales
T025,Merida                        ,2025-07-14,87192,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010102,50063616,OFFICEMAX,Marca Propia,1,111.21,129.0,ST,64.944,74.12,93.97,74.12,37.09,0.3336,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,84.573,89.2715,98.6685,103.367,0.9,0.95,1.05,1.1,,111.21,,No_analizado,No_en_analisis,False,100.09,1.0,100.09,105.65,1.0,105.65,116.77,1.0,116.77,122.33,1.0,122.33,111.21
T007,Veracruz                      ,2024-06-28,45590,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50125220,OFFICEMAX,Marca Propia,2,84.74,98.3,ST,28.776,30.24,98.28,60.48,24.26,0.2863,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,88.452,93.366,103.194,108.108,1.8,1.9,2.1,2.2,,42.37,,No_analizado,No_en_analisis,False,38.13,2.0,76.26,40.25,2.0,80.5,44.49,2.0,88.98,46.61,2.0,93.22,84.74
T012,Leon                          ,2024-07-14,19994,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125183,OFFICEMAX,Marca Propia,1,19.74,22.9,ST,10.992,14.45,19.74,14.45,5.29,0.268,T,EcolÂ¾gico,Tienda Igual Retail,Activa,17.766,18.753,20.727,21.714,0.9,0.95,1.05,1.1,,19.74,,No_analizado,No_en_analisis,False,17.77,1.0,17.77,18.75,1.0,18.75,20.73,1.0,20.73,21.71,1.0,21.71,19.74
T075,Revolucion                    ,2025-04-03,44787,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.83,25.78,15.83,9.95,0.386,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T069,SLP II                        ,2024-06-27,99533,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,21.98,25.5,ST,6.684,13.78,25.78,13.78,8.21,0.3733,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,21.98,0.447,P2_Multivariable,Anomala_P2,True,19.78,0.95,18.79,20.88,0.98,20.46,23.08,1.02,23.54,24.18,1.04,25.15,21.98
T001,San Jeronimo                  ,2024-09-15,78821,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125181,OFFICEMAX,Marca Propia,1,30.13,34.95,ST,34.38,29.39,60.26,29.39,0.74,0.0246,T,EcolÂ¾gico,Tienda Igual Retail,Activa,54.234,57.247,63.273,66.286,0.9,0.95,1.05,1.1,,30.13,,No_analizado,No_en_analisis,False,27.12,1.0,27.12,28.62,1.0,28.62,31.64,1.0,31.64,33.14,1.0,33.14,30.13
T072,Avenida Vallarta              ,2024-08-19,86370,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50090631,POST-IT,Marca Externa,1,103.36,119.9,ST,79.068,84.63,111.21,84.63,18.74,0.1813,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,100.089,105.6495,116.7705,122.331,0.9,0.95,1.05,1.1,,103.36,,No_analizado,No_en_analisis,False,93.02,1.0,93.02,98.19,1.0,98.19,108.53,1.0,108.53,113.7,1.0,113.7,103.36
T052,Hermosillo                    ,2024-10-07,88430,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113330,STUK,Marca Propia,1,25.78,29.9,ST,8.232,16.32,25.78,16.32,9.46,0.367,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,,No_analizado,No_en_analisis,False,23.2,1.0,23.2,24.49,1.0,24.49,27.07,1.0,27.07,28.36,1.0,28.36,25.78
T015,Tlalpan                       ,2024-08-11,29907,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50116839,OFFICEMAX,Marca Propia,1,47.84,55.5,ST,13.62,29.6,47.84,29.6,18.25,0.3814,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,43.056,45.448,50.232,52.624,0.9,0.95,1.05,1.1,,47.84,,No_analizado,No_en_analisis,False,43.06,1.0,43.06,45.45,1.0,45.45,50.23,1.0,50.23,52.62,1.0,52.62,47.84
T078,Cancun II                     ,2025-03-18,83339,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50061971,OFFICEMAX,Marca Propia,5,335.78,389.5,ST,45.564,53.282,67.16,266.41,69.37,0.2066,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,60.444,63.802,70.518,73.876,4.5,4.75,5.25,5.5,,67.156,,No_analizado,No_en_analisis,False,60.44,5.0,302.2,63.8,5.0,319.0,70.51,5.0,352.55,73.87,5.0,369.35,335.78
T054,Vallarta                      ,2025-03-03,49501,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.76,25.78,15.76,10.01,0.3885,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T048,Tlaquepaque                   ,2024-11-19,24340,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50018285,POST-IT,Marca Externa,1,47.33,54.9,ST,34.14,37.89,50.0,37.89,9.44,0.1995,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,45.0,47.5,52.5,55.0,0.9,0.95,1.05,1.1,,47.33,,No_analizado,No_en_analisis,False,42.6,1.0,42.6,44.96,1.0,44.96,49.7,1.0,49.7,52.06,1.0,52.06,47.33
T035,Gran Plaza                    ,2025-11-19,88739,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50063615,OFFICEMAX,Marca Propia,1,43.02,49.9,ST,21.636,30.53,39.57,30.53,12.49,0.2903,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,35.613,37.5915,41.5485,43.527,0.9,0.95,1.05,1.1,,43.02,,No_analizado,No_en_analisis,False,38.72,1.0,38.72,40.87,1.0,40.87,45.17,1.0,45.17,47.32,1.0,47.32,43.02
T077,San Isidro                    ,2024-12-07,42678,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125194,OFFICEMAX,Marca Propia,1,33.54,38.9,ST,15.96,23.42,35.34,23.42,10.12,0.3017,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,31.806,33.573,37.107,38.874,0.9,0.95,1.05,1.1,,33.54,,No_analizado,No_en_analisis,False,30.19,1.0,30.19,31.86,1.0,31.86,35.22,1.0,35.22,36.89,1.0,36.89,33.54
T041,Queretaro II                  ,2025-03-16,46320,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113328,STUK,Marca Propia,1,25.78,29.9,ST,8.232,16.32,25.78,16.32,9.45,0.3668,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,,No_analizado,No_en_analisis,False,23.2,1.0,23.2,24.49,1.0,24.49,27.07,1.0,27.07,28.36,1.0,28.36,25.78
T057,Reynosa                       ,2025-01-12,5367,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010104,50054718,POST-IT,Marca Externa,1,162.04,175.0,ST,98.424,120.99,150.86,120.99,41.04,0.2533,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,135.774,143.317,158.403,165.946,0.9,0.95,1.05,1.1,,162.04,,No_analizado,No_en_analisis,False,145.84,1.0,145.84,153.94,1.0,153.94,170.14,1.0,170.14,178.24,1.0,178.24,162.04
T010,Cancun                        ,2024-12-17,85925,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50063614,OFFICEMAX,Marca Propia,1,99.14,115.0,ST,68.856,78.77,99.14,78.77,20.37,0.2055,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,89.226,94.183,104.097,109.054,0.9,0.95,1.05,1.1,,99.14,,No_analizado,No_en_analisis,False,89.23,1.0,89.23,94.18,1.0,94.18,104.1,1.0,104.1,109.05,1.0,109.05,99.14
T020,Mariano Otero                 ,2024-05-05,36722,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50061971,OFFICEMAX,Marca Propia,2,134.31,155.8,ST,45.564,53.76,67.16,107.52,26.79,0.1994,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,60.444,63.802,70.518,73.876,1.8,1.9,2.1,2.2,,67.155,,No_analizado,No_en_analisis,False,60.44,2.0,120.88,63.8,2.0,127.6,70.51,2.0,141.02,73.87,2.0,147.74,134.31
T064,San Jose del Cabo             ,2024-08-06,78396,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113330,STUK,Marca Propia,1,18.04,20.93,ST,8.232,12.45,25.78,12.45,5.59,0.3099,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,18.04,,No_analizado,No_en_analisis,False,16.24,1.0,16.24,17.14,1.0,17.14,18.94,1.0,18.94,19.84,1.0,19.84,18.04
T045,Chihuahua Mirador             ,2025-01-07,97024,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113329,STUK,Marca Propia,1,25.78,29.9,ST,8.232,16.32,25.78,16.32,9.46,0.367,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,,No_analizado,No_en_analisis,False,23.2,1.0,23.2,24.49,1.0,24.49,27.07,1.0,27.07,28.36,1.0,28.36,25.78
T050,Toluca Aeropuerto             ,2024-08-24,13018,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.82,25.78,15.82,9.96,0.3862,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T023,Pedregal                      ,2025-10-12,71856,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,28730,"PARKROSE GROUP, S.L.",9010101,50131172,28730,Marca Externa,1,25.0,29.0,ST,9.972,16.66,25.0,16.66,8.34,0.3338,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,22.5,23.75,26.25,27.5,0.9,0.95,1.05,1.1,,25.0,,No_analizado,No_en_analisis,False,22.5,1.0,22.5,23.75,1.0,23.75,26.25,1.0,26.25,27.5,1.0,27.5,25.0
T001,San Jeronimo                  ,2024-10-09,37095,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125202,OFFICEMAX,Marca Propia,1,12.97,15.05,ST,9.852,10.59,12.97,10.59,2.38,0.1835,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,11.673,12.3215,13.6185,14.267,0.9,0.95,1.05,1.1,,12.97,,No_analizado,No_en_analisis,False,11.67,1.0,11.67,12.32,1.0,12.32,13.62,1.0,13.62,14.27,1.0,14.27,12.97
T018,Polanco II                    ,2025-09-02,62068,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50061971,OFFICEMAX,Marca Propia,2,153.45,178.0,ST,45.564,57.35,67.16,114.7,38.75,0.2525,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,60.444,63.802,70.518,73.876,1.8,1.9,2.1,2.2,,76.725,,No_analizado,No_en_analisis,False,69.05,2.0,138.1,72.89,2.0,145.78,80.56,2.0,161.12,84.4,2.0,168.8,153.45
T082,Salina Cruz                   ,2025-10-21,92343,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50130945,JOHNSHEN,Marca Externa,1,42.24,49.0,ST,20.352,29.6,42.24,29.6,12.64,0.2992,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,38.016,40.128,44.352,46.464,0.9,0.95,1.05,1.1,,42.24,,No_analizado,No_en_analisis,False,38.02,1.0,38.02,40.13,1.0,40.13,44.35,1.0,44.35,46.46,1.0,46.46,42.24
T051,Gomez Morin                   ,2024-10-17,88319,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50018285,POST-IT,Marca Externa,1,47.33,54.9,ST,34.14,38.14,50.0,38.14,9.19,0.1942,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,45.0,47.5,52.5,55.0,0.9,0.95,1.05,1.1,,47.33,,No_analizado,No_en_analisis,False,42.6,1.0,42.6,44.96,1.0,44.96,49.7,1.0,49.7,52.06,1.0,52.06,47.33
T081,Cozumel Express               ,2025-03-08,39651,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125205,OFFICEMAX,Marca Propia,1,42.24,49.0,ST,14.604,27.21,19.01,27.21,15.04,0.3559,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,17.109,18.0595,19.9605,20.911,0.9,0.95,1.05,1.1,,42.24,,No_analizado,No_en_analisis,False,38.02,1.0,38.02,40.13,1.0,40.13,44.35,1.0,44.35,46.46,1.0,46.46,42.24
T066,Jurica Queretaro              ,2024-03-22,48406,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113323,STUK,Marca Propia,2,51.55,59.8,ST,8.232,16.36,25.78,32.72,18.82,0.3652,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,1.8,1.9,2.1,2.2,,25.775,,No_analizado,No_en_analisis,False,23.2,2.0,46.4,24.49,2.0,48.98,27.06,2.0,54.12,28.35,2.0,56.7,51.55
T062,Tecamac                       ,2024-03-17,25066,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113323,STUK,Marca Propia,1,25.78,29.9,ST,8.232,16.32,25.78,16.32,9.46,0.367,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,,No_analizado,No_en_analisis,False,23.2,1.0,23.2,24.49,1.0,24.49,27.07,1.0,27.07,28.36,1.0,28.36,25.78
T063,Aguascalientes                ,2024-09-08,63279,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.8,25.78,15.8,9.98,0.3871,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T044,Pachuca                       ,2025-12-07,54433,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50063614,OFFICEMAX,Marca Propia,1,124.14,144.0,ST,68.856,90.76,99.14,90.76,33.38,0.2689,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,89.226,94.183,104.097,109.054,0.9,0.95,1.05,1.1,,124.14,,No_analizado,No_en_analisis,False,111.73,1.0,111.73,117.93,1.0,117.93,130.35,1.0,130.35,136.55,1.0,136.55,124.14
T020,Mariano Otero                 ,2026-02-19,15721,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,13574,MOO-VINGO MEXICO,9010101,50118629,MOOVING,Marca Externa,1,25.0,29.0,ST,14.88,18.7,25.0,18.7,6.3,0.252,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,22.5,23.75,26.25,27.5,0.9,0.95,1.05,1.1,,25.0,,No_analizado,No_en_analisis,False,22.5,1.0,22.5,23.75,1.0,23.75,26.25,1.0,26.25,27.5,1.0,27.5,25.0
T037,Morelia                       ,2024-08-26,34356,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.68,25.78,15.68,10.1,0.3918,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T048,Tlaquepaque                   ,2024-05-17,86047,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50061971,OFFICEMAX,Marca Propia,1,67.16,77.9,ST,45.564,53.72,67.16,53.72,13.45,0.2002,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,60.444,63.802,70.518,73.876,0.9,0.95,1.05,1.1,,67.16,,No_analizado,No_en_analisis,False,60.44,1.0,60.44,63.8,1.0,63.8,70.52,1.0,70.52,73.88,1.0,73.88,67.16
T026,San Pedro                     ,2025-05-12,97322,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50113330,STUK,Marca Propia,1,26.72,31.0,ST,8.232,16.89,25.78,16.89,9.82,0.3677,N,EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,26.72,,No_analizado,No_en_analisis,False,24.05,1.0,24.05,25.38,1.0,25.38,28.06,1.0,28.06,29.39,1.0,29.39,26.72
T013,Cuernavaca                    ,2024-07-24,57922,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010104,50092466,POST-IT,Marca Externa,1,154.31,179.0,ST,117.888,127.26,154.31,127.26,27.05,0.1753,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,138.879,146.5945,162.0255,169.741,0.9,0.95,1.05,1.1,,154.31,,No_analizado,No_en_analisis,False,138.88,1.0,138.88,146.59,1.0,146.59,162.03,1.0,162.03,169.74,1.0,169.74,154.31
T058,Mazatlan                      ,2025-11-27,3802,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,43.02,49.9,ST,6.684,24.66,25.78,24.66,18.36,0.4268,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,43.02,1.2155,Semestral,Elastica,True,38.72,0.88,34.07,40.87,0.94,38.42,45.17,1.06,47.88,47.32,1.12,53.0,43.02
T049,Ixtapaluca                    ,2026-02-12,54459,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010103,50125194,OFFICEMAX,Marca Propia,1,24.74,28.7,ST,15.96,19.03,35.34,19.03,5.71,0.231,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,31.806,33.573,37.107,38.874,0.9,0.95,1.05,1.1,,24.74,,No_analizado,No_en_analisis,False,22.27,1.0,22.27,23.5,1.0,23.5,25.98,1.0,25.98,27.21,1.0,27.21,24.74
T018,Polanco II                    ,2024-08-06,73591,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,3,54.13,62.79,ST,6.684,11.96666667,25.78,35.9,18.23,0.3368,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,2.7,2.85,3.15,3.3,,18.0433,0.447,P2_Multivariable,Anomala_P2,True,16.24,2.86,46.45,17.14,2.93,50.22,18.95,3.07,58.18,19.85,3.13,62.13,54.13
T069,SLP II                        ,2026-01-02,94585,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50132071,3M MEXICO,Marca Externa,1,90.52,105.0,ST,66.6,73.01,90.52,73.01,17.51,0.1934,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,81.468,85.994,95.046,99.572,0.9,0.95,1.05,1.1,,90.52,,No_analizado,No_en_analisis,False,81.47,1.0,81.47,85.99,1.0,85.99,95.05,1.0,95.05,99.57,1.0,99.57,90.52
T060,LA RIOJA.                     ,2024-03-26,75531,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50013749,POST-IT,Marca Externa,1,128.45,149.0,ST,101.856,106.66,128.45,106.66,21.78,0.1696,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,115.605,122.0275,134.8725,141.295,0.9,0.95,1.05,1.1,,128.45,,No_analizado,No_en_analisis,False,115.6,1.0,115.6,122.03,1.0,122.03,134.87,1.0,134.87,141.29,1.0,141.29,128.45
T077,San Isidro                    ,2025-02-21,75071,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,20533,OFFICE DEPOT ASIA HOLDING,9010101,50061998,OFFICEMAX,Marca Propia,1,25.78,29.9,ST,6.684,15.77,25.78,15.77,10.01,0.3883,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,23.202,24.491,27.069,28.358,0.9,0.95,1.05,1.1,,25.78,0.447,P2_Multivariable,Anomala_P2,True,23.2,0.95,22.04,24.49,0.98,24.0,27.07,1.02,27.61,28.36,1.04,29.49,25.78
T004,Contry                        ,2025-02-06,24211,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,10155,JANEL,9010101,50063614,OFFICEMAX,Marca Propia,1,99.14,115.0,ST,68.856,79.11,99.14,79.11,20.04,0.2021,N,No EcolÂ¾gico,Tienda Igual Retail,Activa,89.226,94.183,104.097,109.054,0.9,0.95,1.05,1.1,,99.14,,No_analizado,No_en_analisis,False,89.23,1.0,89.23,94.18,1.0,94.18,104.1,1.0,104.1,109.05,1.0,109.05,99.14
T028,San Luis Potosi               ,2026-01-13,8403,RETAIL,9,SUMINISTROS DE OFICINA,901,NOTAS ADHESIVAS Y BANDERITAS,90101,NOTAS ADHESIVAS,11496,"3M MEXICO,",9010101,50122490,S/N,Marca Externa,1,125.0,145.0,ST,84.36,98.71,125.0,98.71,26.29,0.2103,A,No EcolÂ¾gico,Tienda Igual Retail,Activa,112.5,118.75,131.25,137.5,0.9,0.95,1.05,1.1,,125.0,,No_analizado,No_en_analisis,False,112.5,1.0,112.5,118.75,1.0,118.75,131.25,1.0,131.25,137.5,1.0,137.5,125.0
