variable,coeficiente,abs_coeficiente
store_nbr_T014,0.0743571853373839,0.0743571853373839
store_nbr_T074,0.07301481441594591,0.07301481441594591
store_nbr_T078,0.0719911728023471,0.0719911728023471
store_nbr_T005,0.06762801086695835,0.06762801086695835
store_nbr_T058,0.06605403851559995,0.06605403851559995
store_nbr_T038,0.06549265549858604,0.06549265549858604
store_nbr_T023,0.0647208463441496,0.0647208463441496
store_nbr_T070,-0.06180851970423538,0.06180851970423538
store_nbr_T069,0.06051380394985323,0.06051380394985323
store_nbr_T045,0.05996401351359163,0.05996401351359163
store_nbr_T021,0.059569829572822613,0.059569829572822613
store_nbr_T028,0.05859962971426312,0.05859962971426312
store_nbr_T018,0.057843245661677506,0.057843245661677506
subdept_nm_CARPETAS,-0.05759387485607356,0.05759387485607356
store_nbr_T015,0.05721380342587423,0.05721380342587423
store_nbr_T063,0.05373093110634765,0.05373093110634765
store_nbr_T035,0.05100985711403081,0.05100985711403081
store_nbr_T042,0.049187043918336476,0.049187043918336476
store_nbr_T026,0.04867621984758436,0.04867621984758436
store_nbr_T061,0.04854442342216015,0.04854442342216015
store_nbr_T079,0.047855097457001554,0.047855097457001554
store_nbr_T056,-0.04629735756052354,0.04629735756052354
store_nbr_T022,0.045899620526889146,0.045899620526889146
ln_precio,-0.04488042482432867,0.04488042482432867
subdept_nm_ENMICADO Y ENGARGOLADO,0.043590796870274624,0.043590796870274624
store_nbr_T027,0.041796353012483314,0.041796353012483314
store_nbr_T083,0.04028977792550044,0.04028977792550044
store_nbr_T080,-0.03895337143729884,0.03895337143729884
ln_costo_unitario,-0.03744334187258167,0.03744334187258167
store_nbr_T010,0.03702303454676703,0.03702303454676703
store_nbr_T044,0.03617611922280134,0.03617611922280134
store_nbr_T072,0.03378644633520808,0.03378644633520808
store_nbr_T087,-0.033389954178622824,0.033389954178622824
store_nbr_T052,0.03168512680519019,0.03168512680519019
store_nbr_T013,0.030404508972994182,0.030404508972994182
store_nbr_T019,0.02505281036702888,0.02505281036702888
store_nbr_T004,0.0247766247419845,0.0247766247419845
store_nbr_T011,0.023617149535622467,0.023617149535622467
store_nbr_T086,0.023049130258661538,0.023049130258661538
store_nbr_T065,0.0227997675411146,0.0227997675411146
store_nbr_T067,0.020864597409223,0.020864597409223
tipo_marca_Marca Propia,0.02038943310881952,0.02038943310881952
store_nbr_T046,0.020328696120730808,0.020328696120730808
store_nbr_T071,0.019699504168941246,0.019699504168941246
store_nbr_T007,-0.019630623992944865,0.019630623992944865
store_nbr_T043,0.01880153507867189,0.01880153507867189
store_nbr_T060,0.014902870058283568,0.014902870058283568
store_nbr_T075,-0.014402084474363516,0.014402084474363516
store_nbr_T054,-0.013317205701017265,0.013317205701017265
subdept_nm_CUBIERTAS PARA REPORTES,0.011623568063570355,0.011623568063570355
store_nbr_T057,0.01010884516364692,0.01010884516364692
store_nbr_T073,-0.006017590610713268,0.006017590610713268
store_nbr_T008,-0.005747298771761611,0.005747298771761611
store_nbr_T049,0.005127237058694167,0.005127237058694167
store_nbr_T081,0.005027073101492471,0.005027073101492471
anio,0.003644333722917531,0.003644333722917531
mes_num,-0.0015913325714000948,0.0015913325714000948
